dataset,subject,n_bands,n_channels,n_trials,best_band,best_band_acc,acc_spread,band_acc,logvar_li_argmax,logvar_li_correct,logvar_li_rho,logvar_li_maxw,logvar_li_entropy,logvar_li_mi_max,logvar_li_acc_cost,logpower_argmax,logpower_correct,logpower_rho,logpower_maxw,logpower_entropy,logpower_mi_max,logpower_acc_cost,csp_argmax,csp_correct,csp_rho,csp_maxw,csp_entropy,csp_mi_max,csp_acc_cost
Lee2019-MI,30,7,62,100,5,0.74,0.16999999999999993,0.6200;0.7000;0.6900;0.5700;0.7200;0.7400;0.6200,3,0,-0.12613124477737828,0.3059644552295538,1.6574867172500936,0.03560191481892505,0.16999999999999993,2,0,-0.3243374865704013,0.2666967524406842,1.884490772091216,0.030436470322799877,0.050000000000000044,1,0,0.6306562238868914,0.9649999797879215,0.18415902426308356,0.2455455775870825,0.039999999999999925
Lee2019-MI,31,7,62,100,0,0.8400000000000001,0.27,0.8400;0.7000;0.6800;0.6300;0.5700;0.5900;0.7200,2,0,0.48650622985560193,0.29790627121999935,1.7777335803833827,0.029376657172662357,0.16000000000000003,4,0,-0.5,0.36641861231929623,1.7682002804760704,0.036930549894525794,0.27,2,0,0.42857142857142866,0.8650832909805923,0.5343361570803766,0.34549131063051464,0.16000000000000003
Lee2019-MI,32,7,62,100,2,0.9199999999999999,0.4499999999999999,0.4700;0.8100;0.9200;0.5900;0.5700;0.7600;0.5600,6,0,-0.5714285714285715,0.5915710406572837,1.2890822113243443,0.0574433881603984,0.36,2,1,0.39285714285714296,0.7098231498891023,1.0481509837744103,0.07002742350372361,0.0,2,1,0.8571428571428573,0.9594207489545108,0.19334639444194326,0.38580608701810337,0.0
Lee2019-MI,33,7,62,100,2,0.93,0.53,0.6100;0.7800;0.9300;0.5400;0.4000;0.5800;0.4300,5,0,0.21428571428571433,0.5544055222238132,1.429203448418493,0.040341698183708585,0.35,2,1,0.642857142857143,0.2378446080876694,1.8765473521082252,0.03185619828146792,0.0,2,1,0.8571428571428573,0.9579998405248317,0.21229535197805638,0.2728179502386342,0.0
Lee2019-MI,34,7,62,100,1,0.58,0.07999999999999996,0.5100;0.5800;0.5100;0.5100;0.5000;0.5000;0.5000,3,0,0.20583232685540792,0.6130610586772616,1.2933432668509701,0.05086182620383658,0.06999999999999995,4,0,-0.14969623771302396,0.1760060010097831,1.9204679343701245,0.02448806869478888,0.07999999999999996,5,0,-0.20583232685540792,0.5497811817036813,1.1956681236894011,0.17154960864227828,0.07999999999999985
Lee2019-MI,35,7,62,100,1,0.9400000000000001,0.2300000000000001,0.8400;0.9400;0.7100;0.8000;0.8000;0.7200;0.8000,1,1,0.37062465833055064,0.953095935668707,0.2485180842830751,0.10851600610603411,0.0,1,1,0.6300619191619361,0.200981012937887,1.9148011922637884,0.030482390169695207,0.0,4,0,-0.2594372608313854,0.574522994492824,1.2634883701229187,0.3385659043582041,0.14
Lee2019-MI,36,7,62,100,1,1.0,0.24,0.9400;1.0000;0.7600;0.9600;0.8600;0.7700;0.8700,6,0,-0.2594372608313854,0.3970542903914318,1.4013834463625843,0.04708380472182035,0.13000000000000012,1,1,0.42857142857142866,0.99437872226067,0.04347519083692901,0.14125589229963087,0.0,1,1,0.9285714285714288,0.9940603104025969,0.04259585643862826,0.4463626333085118,0.0
Lee2019-MI,37,7,62,100,2,0.9800000000000001,0.5000000000000001,0.4800;0.8500;0.9800;0.5500;0.6200;0.9100;0.6100,2,1,0.14285714285714288,0.525770145307363,1.4884478096950189,0.0445347149227302,0.0,2,1,0.7142857142857144,0.860506550527125,0.6254499738423591,0.08122509980186314,0.0,1,0,0.8928571428571429,0.5474604404455016,0.7981134232876383,0.4020584811509632,0.13000000000000012
Lee2019-MI,38,7,62,100,6,0.5800000000000001,0.13000000000000006,0.4500;0.5700;0.5000;0.4600;0.5700;0.5200;0.5800,1,0,0.12613124477737828,0.6862732973055096,1.0563488684735947,0.05922710906911929,0.010000000000000009,2,0,-0.4684874806016907,0.21716799391366381,1.903878237937256,0.02435277275619352,0.08000000000000007,5,0,-0.03603749850782236,0.3434778723067854,1.5344236170141674,0.3115743708693369,0.06000000000000005
Lee2019-MI,39,7,62,100,3,0.73,0.17999999999999994,0.6200;0.7200;0.6800;0.7300;0.6200;0.6200;0.5500,4,0,0.12613124477737828,0.4387671526481339,1.4148136508801932,0.04674503428746157,0.10999999999999999,4,0,-0.21622499104693418,0.22248565553725305,1.910776799103502,0.026801783915894897,0.10999999999999999,3,1,0.7748062179181807,0.8627051986631393,0.6079955615017177,0.22952541834835508,0.0
Lee2019-MI,40,7,62,100,0,0.6900000000000001,0.21000000000000008,0.6900;0.6100;0.6200;0.4800;0.5900;0.5300;0.5100,1,0,0.1785714285714286,0.7391696032652156,0.9612340994323422,0.06093218645990802,0.07999999999999996,1,0,-0.21428571428571433,0.2910346022496957,1.8435264378894682,0.031982511811427486,0.07999999999999996,3,0,-0.3214285714285715,0.49151934668206,1.3129831689610816,0.3149756619488745,0.21000000000000008
Lee2019-MI,41,7,62,100,3,0.69,0.16000000000000003,0.6300;0.5900;0.5600;0.6900;0.5300;0.5300;0.5800,1,0,-0.21622499104693418,0.6061293974724716,1.2577850664049155,0.05197401956602987,0.09999999999999987,3,1,0.1785714285714286,0.2681445007938471,1.8855129068747574,0.031220869973455925,0.0,1,0,0.6071428571428572,0.988989791952764,0.07734539683371314,0.3264952034422924,0.09999999999999987
Lee2019-MI,42,7,62,100,0,0.65,0.22999999999999998,0.6500;0.6300;0.6500;0.5900;0.4600;0.6200;0.4200,4,0,0.027272727272727275,0.8360420582635165,0.7358197492763726,0.054477969380690716,0.18999999999999995,0,1,0.07207499701564472,0.28199534917899477,1.861711369595348,0.031270137915585486,0.0,2,0,0.0,0.7682814671490841,0.7733836176116754,0.2862189480689725,0.0
Lee2019-MI,43,7,62,100,2,0.8200000000000001,0.21000000000000008,0.6100;0.6400;0.8200;0.6300;0.6100;0.7000;0.6700,5,0,0.10714285714285716,0.37814371742841896,1.5299948829120695,0.039084625191341336,0.1200000000000001,5,0,0.14285714285714288,0.4075424728667414,1.7325088791917649,0.04135191009917789,0.1200000000000001,4,0,0.25,0.7395004539727792,0.7626856498006567,0.32907944689861723,0.20999999999999996
Lee2019-MI,44,7,62,100,1,0.9200000000000002,0.3900000000000001,0.5800;0.9200;0.7800;0.5300;0.9200;0.5400;0.6500,6,0,0.0,0.28536380399424144,1.7399028214300778,0.02874024087825644,0.27000000000000013,4,0,0.42857142857142866,0.2501311130692919,1.8453403925223018,0.032210193345496574,2.220446049250313e-16,4,0,0.7857142857142859,0.6800104212530941,0.9074787536657126,0.2595256039385338,2.220446049250313e-16
Lee2019-MI,45,7,62,100,4,0.9099999999999999,0.42999999999999994,0.5900;0.8200;0.4800;0.6200;0.9100;0.6200;0.5800,4,1,0.2882999880625789,0.5336836433207349,1.2614804827900894,0.04764073248274281,0.0,1,0,0.39285714285714296,0.5168268132964237,1.546035800880491,0.044604174110506184,0.08999999999999997,4,1,0.9642857142857145,0.5464532570919335,1.1685417246367382,0.2955044535356351,0.0
Lee2019-MI,46,7,62,100,5,0.6599999999999999,0.1399999999999999,0.5200;0.6300;0.5700;0.5600;0.5900;0.6600;0.5700,3,0,-0.2702812388086677,0.6695849427666218,1.2108167045148914,0.044020496237506514,0.09999999999999987,2,0,-0.16216874328520064,0.19776889972093545,1.92583692496929,0.0227028733656609,0.08999999999999986,2,0,-0.4684874806016907,0.9153338064942469,0.3474194698924922,0.23001220904429517,0.08999999999999986
Lee2019-MI,47,7,62,100,1,0.71,0.19999999999999996,0.5300;0.7100;0.5100;0.5900;0.6100;0.5300;0.5600,2,0,-0.16216874328520064,0.6163501913142275,1.2570726775123633,0.06209377623179154,0.19999999999999996,1,1,0.5405624776173354,0.282322276751484,1.8395306300565912,0.03395317660578622,0.0,3,0,0.18018749253911182,0.4095401827472807,1.2357351878983756,0.266838943476592,0.11999999999999988
Lee2019-MI,48,7,62,100,1,0.7,0.32999999999999996,0.4600;0.7000;0.5800;0.5100;0.5100;0.4800;0.3700,1,1,0.23424374030084535,0.6883384425068727,0.9858191995700948,0.064545647356311,0.0,1,1,0.34235623582431246,0.2778440623605166,1.8351915913072805,0.0403494249430429,0.0,1,1,0.16216874328520064,0.4032776584488149,1.5643279233867264,0.20969615073991402,0.0
Lee2019-MI,49,7,62,100,6,0.89,0.31999999999999995,0.7100;0.7200;0.6300;0.5700;0.5800;0.8300;0.8900,2,0,-0.8468812149338255,0.31348851341546263,1.6741602335635828,0.03261450870651905,0.2599999999999999,2,0,-0.28571428571428575,0.1961904500553035,1.9122893252758244,0.032405043120514836,0.2599999999999999,2,0,-0.3571428571428572,0.8832612091456769,0.5030821772938552,0.34038748249721573,0.2599999999999999
Lee2019-MI,50,7,62,100,6,0.61,0.11999999999999994,0.5000;0.5700;0.5500;0.5200;0.5500;0.4900;0.6100,3,0,-0.198206241793023,0.7033703255172662,0.9282592842420342,0.06996124536396701,0.08999999999999997,3,0,0.4865062298556019,0.19499948643772966,1.905451702636424,0.026249279205235627,0.08999999999999997,1,0,0.14414999403128945,0.870768467278208,0.5996496566682895,0.3582467657836764,0.040000000000000036
Lee2019-MI,51,7,62,100,2,0.53,0.08000000000000002,0.5000;0.4500;0.5300;0.4600;0.4700;0.5300;0.5200,2,1,0.9189562119494703,0.4314962126972544,1.3528691916359648,0.05505732194533756,0.0,5,0,0.2702812388086677,0.21500940580279843,1.9059390025582703,0.024150848358504208,0.0,2,1,0.03603749850782236,0.5216561377873677,1.3223043764931997,0.1732765474268632,0.0
Lee2019-MI,52,7,62,100,2,0.75,0.25,0.5600;0.6200;0.7500;0.5800;0.6300;0.6000;0.5000,3,0,0.1785714285714286,0.8975475213177558,0.45061989825456894,0.09605269694071279,0.17000000000000004,2,1,0.7142857142857144,0.2546880926663354,1.8707688936644424,0.03119495795409166,0.0,3,0,-0.03571428571428572,0.4105964660113144,1.2933237025492237,0.3476877106363647,0.17000000000000004
Lee2019-MI,53,7,62,100,1,0.6599999999999999,0.19999999999999996,0.5100;0.6600;0.4600;0.5600;0.4800;0.5100;0.4600,1,1,0.545544725589981,0.8141587809706522,0.691227086016678,0.0802709971590126,0.0,4,0,0.4000661320993194,0.2325359401752535,1.8677259690796704,0.028536487896984195,0.17999999999999994,1,1,0.43643578047198484,0.6221738460060389,0.7890018273153089,0.25973817147256945,0.0
Lee2019-MI,54,7,62,100,3,0.59,0.13,0.4800;0.5600;0.4600;0.5900;0.4600;0.5000;0.4700,3,1,1.0,0.6037401124631494,1.3359417574699588,0.04426494160695212,0.0,5,0,0.25226248955475655,0.22225956991252183,1.9064343558444143,0.026856900334979682,0.08999999999999997,1,0,0.198206241793023,0.7110431140556988,0.7869965578354976,0.16020449703327466,0.030000000000000027
Cho2017,1,7,64,200,1,0.7849999999999999,0.30999999999999994,0.5800;0.7850;0.5200;0.4750;0.6950;0.5050;0.4950,4,0,0.21428571428571433,0.37705849348145715,1.7132739314558931,0.03445820388230462,0.08999999999999986,4,0,0.7142857142857144,0.30200573648621565,1.855352861140592,0.029892237706921,0.08999999999999986,5,0,-0.4642857142857144,0.8744433255412645,0.545270688820187,0.22249189161595206,0.2799999999999999
Cho2017,2,7,64,200,1,0.595,0.13,0.5400;0.5950;0.4750;0.4650;0.4750;0.5300;0.5100,0,0,0.16216874328520064,0.5221304033010902,1.4616554556483283,0.04217671881966615,0.05499999999999994,6,0,0.34235623582431246,0.17697972238026102,1.9302396060847695,0.01758086866263303,0.08499999999999996,3,0,0.01801874925391118,0.2870597213308533,1.731457735868886,0.10361874459572981,0.13
Cho2017,3,7,64,200,2,0.8100000000000002,0.34000000000000014,0.4700;0.6350;0.8100;0.6500;0.6000;0.8050;0.5950,1,0,0.07142857142857144,0.43863970112567435,1.4818176170963735,0.041732223888358254,0.17500000000000016,1,0,0.642857142857143,0.3882210188231274,1.7435780328445885,0.03654403525161618,0.17500000000000016,2,1,0.7142857142857144,0.3648084335874148,1.4360329369687406,0.20966144940009365,0.0
Cho2017,4,7,64,200,5,0.76,0.30000000000000004,0.5250;0.5750;0.7000;0.4600;0.5650;0.7600;0.4950,2,0,0.39285714285714296,0.7507107239194575,0.9673412540205596,0.05230702206761643,0.06000000000000005,2,0,0.3214285714285715,0.2205875569827957,1.895544926381111,0.022884370951989946,0.06000000000000005,5,1,0.5357142857142858,0.5702824402845406,0.8979131839231598,0.2166240391950852,0.0
Cho2017,5,7,64,200,0,0.7899999999999999,0.21999999999999997,0.7900;0.7650;0.6150;0.5800;0.5700;0.6200;0.6300,0,1,0.5357142857142858,0.8522522154645451,0.6389995623045285,0.07940598810937975,0.0,1,0,-0.14285714285714288,0.20909327363504834,1.926883249596914,0.022493745534161995,0.02499999999999991,4,0,-0.21428571428571433,0.2419511076451361,1.8547359121230675,0.20116190162650233,0.21999999999999997
Cho2017,6,7,64,200,0,0.76,0.21999999999999997,0.7600;0.5400;0.7050;0.7000;0.6250;0.7200;0.7200,1,0,-0.7748062179181807,0.23068114678183926,1.8919856986930916,0.016864425312519638,0.21999999999999997,3,0,0.5405624776173354,0.23131944994723677,1.885180711162151,0.02343041479343692,0.06000000000000005,4,0,-0.21622499104693418,0.5240262530111582,1.4185517721869854,0.19083802496255237,0.135
Cho2017,7,7,64,240,5,0.525,0.07500000000000001,0.4500;0.5208;0.5125;0.5208;0.4625;0.5250;0.4792,2,0,0.2882999880625789,0.34371574564302526,1.7097442463808354,0.036170229758831184,0.012499999999999956,5,1,-0.12613124477737828,0.18004753353709324,1.9293669531460054,0.0171589189483436,0.0,4,0,0.054056247761733546,0.49675119486910657,1.4184109513906202,0.08675110364243069,0.0625
Cho2017,8,7,64,200,1,0.6100000000000001,0.18000000000000005,0.5900;0.6100;0.5400;0.4500;0.4550;0.4700;0.4300,0,0,0.8928571428571429,0.5049579859993849,1.5452610076201625,0.035695383705978134,0.02000000000000013,0,0,0.5357142857142858,0.17950107234663826,1.937533042793851,0.016223454104079087,0.02000000000000013,3,0,0.1785714285714286,0.5789346619132968,1.3512211014855262,0.19643025264850744,0.1600000000000001
Cho2017,9,7,64,240,1,0.6208333333333333,0.17916666666666664,0.5750;0.6208;0.5167;0.5125;0.5042;0.4417;0.4458,6,0,-0.5714285714285715,0.5043472841524588,1.5592274550267569,0.035120204122898034,0.17500000000000004,4,0,0.14285714285714288,0.16625816156817894,1.937060749160174,0.015139161397477889,0.1166666666666667,5,0,-0.8928571428571429,0.4120508010040328,1.3417538285996526,0.18294311300816707,0.17916666666666664
Cho2017,10,7,64,200,1,0.65,0.16500000000000004,0.5200;0.6500;0.6500;0.5200;0.5400;0.5300;0.4850,2,0,0.8648999641877367,0.7376330966832022,1.0158724918755815,0.05364800764292873,0.0,2,0,0.8288624656799143,0.21618332986657204,1.9166174815584474,0.022833012746869986,0.0,0,0,-0.5585812268712466,0.5159717753650759,1.533138686368526,0.18984172274181124,0.13000000000000012
Cho2017,11,7,64,200,2,0.67,0.21500000000000008,0.5000;0.5350;0.6700;0.4550;0.5650;0.4750;0.4700,4,0,0.21428571428571433,0.4697111241765387,1.5972421149751348,0.03264615842145879,0.10499999999999998,1,0,0.14285714285714288,0.24061704405292875,1.9087742107893395,0.019924193387330362,0.13500000000000012,4,0,-0.14285714285714288,0.5418803024948826,1.251980948391902,0.21565568313135725,0.10499999999999998
Cho2017,12,7,64,200,1,0.71,0.2699999999999999,0.4800;0.7100;0.4400;0.5850;0.5900;0.4700;0.4750,3,0,0.39285714285714296,0.389559115410918,1.6603278792178535,0.036876405899650466,0.125,1,1,-0.07142857142857144,0.1908462376798818,1.931134180328586,0.019425410023988395,0.0,4,0,-0.21428571428571433,0.44975833293663153,1.5543497674651656,0.19266120540886392,0.11999999999999988
Cho2017,13,7,64,200,0,0.82,0.2749999999999999,0.8200;0.7250;0.5750;0.6100;0.6650;0.5700;0.5450,4,0,-0.3214285714285715,0.2761319033846347,1.8288906077826075,0.03113243208787934,0.15500000000000003,0,1,0.21428571428571433,0.3338950872592044,1.8195803049451924,0.03336482468526662,0.0,3,0,0.28571428571428575,0.31262358678024477,1.5835046212345305,0.19243751514976618,0.20999999999999996
Cho2017,14,7,64,200,1,0.9349999999999999,0.4,0.7050;0.9350;0.6900;0.6550;0.8600;0.5350;0.6100,4,0,0.7857142857142859,0.27945379644910884,1.7451185085961174,0.02839935103494547,0.07499999999999996,1,1,0.6785714285714287,0.21266725161132308,1.8942884188343416,0.02451633316754941,0.0,1,1,0.39285714285714296,0.8868055471063275,0.36367953446232415,0.28212837152288783,0.0
Cho2017,15,7,64,200,1,0.64,0.18500000000000005,0.4950;0.6400;0.4850;0.5400;0.5650;0.5550;0.4550,5,0,0.10714285714285716,0.19824904533995732,1.9062186123155112,0.018704670522467753,0.08500000000000008,2,0,-0.07142857142857144,0.17117761542310284,1.9354743392328912,0.016495259714858015,0.15500000000000003,2,0,0.14285714285714288,0.7386032552234626,0.9484497792920603,0.213236128212785,0.15500000000000003
Cho2017,16,7,64,200,4,0.5700000000000001,0.10500000000000004,0.5200;0.5350;0.4750;0.4950;0.5700;0.5200;0.4650,3,0,-0.07142857142857144,0.5075651887036943,1.2639614658216554,0.05123596924559629,0.07500000000000007,1,0,0.5357142857142858,0.2216856829938278,1.9165705929961723,0.020798052676376532,0.03500000000000014,5,0,-0.5357142857142858,0.36219747343013753,1.7084820947261872,0.18865212081339416,0.050000000000000155
Cho2017,17,7,64,200,4,0.5650000000000001,0.17000000000000004,0.4750;0.5050;0.5300;0.4300;0.5650;0.4100;0.3950,0,0,0.2882999880625789,0.34949454902281146,1.7878917811651536,0.02297756013521335,0.09000000000000008,4,1,0.3214285714285715,0.2105988050384397,1.9195692383239562,0.020222477073939652,0.0,2,0,0.4642857142857144,0.3158410008630162,1.7565500289661007,0.1603420486182242,0.03500000000000003
Cho2017,18,7,64,200,2,0.6050000000000001,0.1200000000000001,0.5250;0.5700;0.6050;0.4850;0.5050;0.5550;0.5200,1,0,0.0,0.29289695354857825,1.7811986365182046,0.02349919544199275,0.03500000000000014,1,0,0.14285714285714288,0.1695028826171598,1.9394010105165314,0.015921934847845678,0.03500000000000014,5,0,-0.14285714285714288,0.5722213747922866,1.228164105117569,0.19316347290479796,0.050000000000000044
Cho2017,19,7,64,200,4,0.605,0.10999999999999999,0.5150;0.5700;0.5200;0.5600;0.6050;0.5450;0.4950,0,0,-0.3571428571428572,0.6725089201701616,1.145492189244688,0.055777493897414855,0.08999999999999997,4,1,0.642857142857143,0.20187887758084572,1.9219878002327166,0.02014534898782337,0.0,6,0,0.0,0.5399721841943966,1.254949393829218,0.16898209070522813,0.10999999999999999
Cho2017,20,7,64,200,1,0.7,0.22499999999999998,0.4900;0.7000;0.5200;0.4750;0.5250;0.5400;0.5150,6,0,0.28571428571428575,0.31816438125109775,1.7313554265577238,0.030206601654695946,0.18499999999999994,1,1,-0.03571428571428572,0.2718967353678323,1.8780040699363225,0.02709161126988276,0.0,1,1,-0.07142857142857144,0.5389550801817335,1.4859911967105985,0.181596140924961,0.0
Cho2017,21,7,64,200,2,0.6649999999999999,0.23999999999999994,0.4800;0.6150;0.6650;0.4250;0.5000;0.5900;0.4650,1,0,0.5,0.2915111133161553,1.8082735776099343,0.023774292735037356,0.04999999999999993,1,0,0.42857142857142866,0.2759385057708466,1.861367654628675,0.027893929900320937,0.04999999999999993,3,0,-0.3214285714285715,0.25390165183975166,1.7033347730319093,0.18447285999722393,0.23999999999999994
