dataset,subject,n_trials,n_channels,n_bands,tau,entropy,deficit,max_w,mi_range,argmax_w,argmax_disc,peak_correct,weights,disc,g0.0,g0.5,g1.0,g2.0,g4.0,gain,gain_best,FBCSP,FBCSP+MIBIF,AWFBCSP-published,AWFBCSP-noweight,published_minus_noweight
Cho2017,23,200,64,5,0.015,1.1928927218929284,0.4165451905411719,0.5541174112944159,0.033265449025076034,1,1,1,0.2610;0.5541;0.0603;0.0643;0.0603,0.1515;0.2466;0.1643;0.1677;0.1455,0.685,0.7200000000000001,0.7149999999999999,0.72,0.71,0.029999999999999805,0.03500000000000003,0.71,0.8099999999999999,0.6849999999999999,0.6849999999999999,0.0
Cho2017,24,200,64,5,0.015,1.545320464107798,0.06411744832630228,0.3333468349452423,0.016569441644591915,0,2,0,0.3333;0.1857;0.1104;0.1683;0.2022,0.1429;0.1531;0.2151;0.1673;0.1702,0.5650000000000001,0.5549999999999999,0.5800000000000001,0.54,0.5549999999999999,0.015000000000000013,0.015000000000000013,0.575,0.5449999999999999,0.595,0.595,0.0
Cho2017,25,200,64,5,0.015,1.183792198078031,0.42564571435606924,0.5732751345788518,0.04280835107629836,0,2,0,0.5733;0.0330;0.0784;0.2252;0.0901,0.1365;0.1274;0.1384;0.1198;0.1109,0.5399999999999999,0.525,0.575,0.585,0.53,0.03500000000000003,0.04500000000000004,0.55,0.45499999999999996,0.5349999999999999,0.5349999999999999,0.0
Cho2017,26,200,64,5,0.015,1.4357682499592834,0.17366966247481685,0.371732687488008,0.03007783573643123,3,1,0,0.2828;0.0500;0.1230;0.3717;0.1724,0.1247;0.1833;0.1307;0.1279;0.1258,0.7,0.7049999999999998,0.705,0.675,0.6699999999999999,0.0050000000000000044,0.0050000000000000044,0.6950000000000001,0.71,0.725,0.725,0.0
Cho2017,27,200,64,5,0.015,1.4129081327014046,0.1965297797326957,0.3622500636005448,0.027226727169524345,2,0,0,0.0590;0.2016;0.3623;0.3026;0.0746,0.1826;0.1494;0.1651;0.1768;0.1589,0.545,0.5650000000000001,0.565,0.5700000000000001,0.535,0.019999999999999907,0.025000000000000022,0.595,0.5700000000000001,0.58,0.58,0.0
Cho2017,28,200,64,5,0.015,1.4527508649763339,0.1566870474577664,0.3964666321666716,0.019600728024828408,0,0,1,0.3965;0.2701;0.1073;0.1128;0.1133,0.1887;0.1483;0.1246;0.0875;0.0943,0.54,0.5750000000000001,0.55,0.5599999999999999,0.55,0.010000000000000009,0.03500000000000003,0.595,0.59,0.595,0.595,0.0
Cho2017,29,200,64,5,0.015,1.416221140957635,0.1932167714764652,0.37395163829549083,0.028844979480574073,4,1,0,0.3036;0.1717;0.0547;0.0961;0.3740,0.1379;0.1460;0.1084;0.0839;0.0938,0.5650000000000001,0.585,0.595,0.57,0.525,0.029999999999999916,0.029999999999999916,0.5450000000000002,0.575,0.5599999999999999,0.5599999999999999,0.0
Cho2017,30,200,64,5,0.015,1.2948905244211992,0.31454738801290105,0.5120532319523471,0.03306105429126964,3,3,1,0.0565;0.1177;0.0765;0.5121;0.2372,0.1535;0.1653;0.1858;0.1930;0.1792,0.57,0.555,0.525,0.54,0.5350000000000001,-0.04499999999999993,0.0,0.6,0.53,0.595,0.595,0.0
Cho2017,31,200,64,5,0.015,1.5720731005123936,0.03736481192170671,0.30729844291990505,0.010393135028729406,4,2,0,0.1807;0.2046;0.1537;0.1537;0.3073,0.1992;0.1861;0.2233;0.2149;0.1847,0.54,0.545,0.5549999999999999,0.5549999999999999,0.5,0.014999999999999902,0.014999999999999902,0.5349999999999999,0.495,0.5549999999999999,0.5549999999999999,0.0
Cho2017,32,200,64,5,0.015,1.3630396276959191,0.24639828473818115,0.4832399866889774,0.028121815663345002,1,2,0,0.1091;0.4832;0.2245;0.0741;0.1091,0.1455;0.1881;0.2226;0.2176;0.1962,0.48999999999999994,0.4699999999999999,0.45999999999999996,0.43499999999999994,0.4,-0.02999999999999997,0.0,0.47000000000000003,0.48,0.475,0.475,0.0
Cho2017,33,200,64,5,0.015,1.3463149886838406,0.2631229237502597,0.38367835582648646,0.03068091944789934,4,1,0,0.0496;0.0639;0.3506;0.1522;0.3837,0.1063;0.2037;0.1923;0.1610;0.1683,0.505,0.45499999999999996,0.45,0.465,0.43499999999999994,-0.05499999999999999,0.0,0.45,0.45499999999999996,0.45499999999999996,0.45499999999999996,0.0
