dataset,subject,n_trials,n_channels,n_bands,tau,descriptor,entropy,deficit,max_w,mi_range,argmax_w,argmax_disc,peak_correct,weights,disc,g0.0,g0.5,g1.0,g2.0,g4.0,gain,gain_best,FBCSP,FBCSP+MIBIF,AWFBCSP-published,AWFBCSP-noweight,published_minus_noweight
BNCI2014-001,1,288,22,7,0.015,csp,0.7233521225215809,1.2225580265337324,0.7950103769507854,0.0952394692176659,2,2,1,0.0089;0.0782;0.7950;0.0015;0.0093;0.1058;0.0014,0.0774;0.1100;0.1448;0.0504;0.0780;0.1145;0.0495,0.8958257713248639,0.9200846944948576,0.9096188747731396,0.8854204476709013,0.8922565033272838,0.013793103448275779,0.024258923169993785,0.9166969147005444,0.9027223230490018,0.9062915910465819,0.9062915910465819,0.0
BNCI2014-001,2,288,22,7,0.015,csp,1.6504807833457211,0.2954293657095921,0.4257409191885562,0.027662934041978116,2,2,1,0.0989;0.0673;0.4257;0.2006;0.0690;0.0685;0.0700,0.0287;0.0229;0.0506;0.0393;0.0233;0.0232;0.0235,0.6112522686025409,0.5938294010889292,0.5972171808832426,0.6076830006049607,0.5903206291591048,-0.01403508771929829,0.0,0.617967332123412,0.6008469449485784,0.6249243799153055,0.6249243799153055,0.0
BNCI2014-001,3,288,22,7,0.015,csp,0.009288588801374387,1.936621560253939,0.9988663993614113,0.20116131003275511,1,1,1,0.0000;0.9989;0.0001;0.0000;0.0010;0.0000;0.0000,0.0548;0.2358;0.0992;0.0447;0.1324;0.0347;0.0565,0.9306110102843317,0.9652752571082879,0.9582577132486388,0.9582577132486388,0.9582577132486388,0.027646702964307157,0.03466424682395619,0.9339987900786448,0.9479128856624321,0.930550514216576,0.930550514216576,0.0
BNCI2014-001,4,288,22,7,0.015,csp,1.7058450757081038,0.2400650733472094,0.28223533112414056,0.038857002715753514,1,1,1,0.1561;0.2822;0.1753;0.2398;0.0953;0.0302;0.0212,0.0631;0.0720;0.0648;0.0695;0.0557;0.0385;0.0331,0.7608590441621293,0.7851179673321234,0.7988505747126436,0.7676346037507562,0.7329098608590441,0.037991530550514296,0.037991530550514296,0.7816696914700545,0.6983666061705989,0.7816091954022988,0.7816091954022988,0.0
BNCI2014-001,5,288,22,7,0.015,csp,0.41007101735176954,1.5358391317035438,0.9058811908848837,0.08712125957713526,6,6,1,0.0672;0.0065;0.0040;0.0067;0.0027;0.0068;0.9059,0.0805;0.0454;0.0383;0.0460;0.0323;0.0462;0.1195,0.8228675136116153,0.8926799758015729,0.8995765275257108,0.8819721718088325,0.8853599516031458,0.07670901391409557,0.07670901391409557,0.878584392014519,0.8892316999395039,0.8888687235329705,0.8888687235329705,0.0
BNCI2014-001,6,288,22,7,0.015,csp,0.8076728004941787,1.1382373485611346,0.8034954043069166,0.07000039984622997,1,1,1,0.0606;0.8035;0.0134;0.0386;0.0550;0.0214;0.0076,0.0559;0.0947;0.0333;0.0492;0.0545;0.0404;0.0247,0.7189352692075015,0.7258318209316396,0.7084694494857835,0.7153055051421658,0.6840290381125228,-0.010465819721718006,0.006896551724138056,0.708529945553539,0.6705384150030248,0.7015728977616456,0.7015728977616456,0.0
BNCI2014-001,7,288,22,7,0.015,csp,0.6763598591595655,1.2695502898957476,0.8071591032408938,0.11097973335700423,0,0,1,0.8072;0.0092;0.0032;0.0757;0.1029;0.0013;0.0005,0.1466;0.0795;0.0638;0.1112;0.1157;0.0501;0.0357,0.9409558378705384,0.965275257108288,0.9548094373865699,0.9304295220810648,0.9269812462189957,0.01385359951603149,0.024319419237749607,0.9687235329703568,0.9548699334543255,0.9687235329703568,0.9687235329703568,0.0
BNCI2014-001,8,288,22,7,0.015,csp,0.005146205288524212,1.940763943766789,0.9994441631901451,0.19536313704538513,1,1,1,0.0000;0.9994;0.0000;0.0004;0.0001;0.0000;0.0000,0.0581;0.2535;0.0704;0.1358;0.1208;0.0621;0.0813,0.9514216575922566,0.9412583182093164,0.9343012704174228,0.9343012704174228,0.9343012704174228,-0.017120387174833773,0.0,0.951482153660012,0.9515426497277677,0.9549304295220811,0.9549304295220811,0.0
BNCI2014-001,9,288,22,7,0.015,csp,0.841900594708432,1.1040095543468813,0.4868857260880394,0.0937209036158588,4,4,1,0.0037;0.4838;0.0009;0.0064;0.4869;0.0027;0.0155,0.0770;0.1500;0.0564;0.0852;0.1501;0.0721;0.0985,0.8123411978221415,0.8434966727162735,0.860798548094374,0.8574107683000605,0.8366001209921354,0.04845735027223241,0.04845735027223241,0.8226860254083483,0.84010889292196,0.8192377495462795,0.8192377495462795,0.0
BNCI2014-004,1,720,3,7,0.015,csp,0.6600365270785651,1.2858736219767481,0.8046721852293001,0.09527757913046364,1,1,1,0.0020;0.8047;0.1274;0.0014;0.0582;0.0014;0.0049,0.0057;0.0953;0.0676;0.0000;0.0559;0.0000;0.0188,0.6986111111111111,0.701388888888889,0.7138888888888888,0.6986111111111111,0.6986111111111111,0.015277777777777724,0.015277777777777724,0.6958333333333334,0.6986111111111111,0.7291666666666667,0.7291666666666667,0.0
BNCI2014-004,2,680,3,7,0.015,csp,1.5767384566128055,0.3691716924425077,0.4820085601995089,0.03131947032303195,5,5,1,0.0640;0.1609;0.1092;0.0643;0.0597;0.4820;0.0597,0.0010;0.0149;0.0091;0.0011;0.0000;0.0313;0.0000,0.5764705882352942,0.5720588235294117,0.5691176470588235,0.5720588235294117,0.5838235294117647,-0.007352941176470673,0.007352941176470562,0.573529411764706,0.5808823529411764,0.5808823529411764,0.5808823529411764,0.0
BNCI2014-004,3,720,3,7,0.015,csp,1.772116818235627,0.17379333081968618,0.382133913460093,0.01975454551320066,3,3,1,0.1024;0.1024;0.1059;0.3821;0.1024;0.1024;0.1024,0.0000;0.0000;0.0005;0.0198;0.0000;0.0000;0.0000,0.5611111111111111,0.5625,0.5722222222222222,0.5791666666666666,0.5333333333333333,0.011111111111111072,0.01805555555555549,0.5680555555555555,0.5472222222222223,0.5736111111111112,0.5736111111111112,0.0
BNCI2014-004,4,740,3,7,0.015,csp,1.4418423388379107e-07,1.9459100048710793,0.9999999927004266,0.5165450947478022,1,1,1,0.0000;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.0554;0.5215;0.0283;0.1028;0.2404;0.0049;0.0403,0.9324324324324325,0.9283783783783784,0.9283783783783784,0.9283783783783784,0.9283783783783784,-0.004054054054054013,0.0,0.9351351351351351,0.9351351351351352,0.9364864864864865,0.9364864864864865,0.0
BNCI2014-004,5,740,3,7,0.015,csp,0.02316756317550055,1.9227425858798126,0.996523181847481,0.28889879845484967,6,6,1,0.0000;0.0000;0.0000;0.0000;0.0000;0.0035;0.9965,0.0195;0.0706;0.0887;0.0262;0.0950;0.2235;0.3084,0.8797297297297298,0.8716216216216216,0.8527027027027028,0.822972972972973,0.8202702702702702,-0.027027027027027084,0.0,0.8851351351351351,0.8662162162162161,0.8783783783783783,0.8783783783783783,0.0
BNCI2014-004,6,720,3,7,0.015,csp,0.20608941452403196,1.7398207345312813,0.9550877227237959,0.18567793163759538,2,2,1,0.0000;0.0381;0.9551;0.0000;0.0054;0.0013;0.0000,0.0351;0.1374;0.1857;0.0267;0.1081;0.0868;0.0000,0.8125,0.8083333333333333,0.7666666666666666,0.7347222222222222,0.7347222222222222,-0.04583333333333339,0.0,0.8097222222222223,0.8055555555555557,0.8027777777777777,0.8027777777777777,0.0
BNCI2014-004,7,720,3,7,0.015,csp,8.320934837569699e-05,1.9458269397069374,0.9999940759924436,0.22897005606541831,2,2,1,0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0.0000,0.0040;0.0119;0.2290;0.0000;0.0044;0.0437;0.0000,0.7819444444444444,0.7680555555555556,0.7569444444444444,0.7569444444444444,0.7569444444444444,-0.025000000000000022,0.0,0.7791666666666667,0.7666666666666666,0.7986111111111113,0.7986111111111113,0.0
BNCI2014-004,8,760,3,7,0.015,csp,0.014635162633689556,1.9312749864216237,0.9980073426595396,0.21288882903391226,1,1,1,0.0000;0.9980;0.0000;0.0000;0.0019;0.0000;0.0000,0.0204;0.2129;0.0284;0.0000;0.1193;0.0310;0.0570,0.7697368421052632,0.7842105263157896,0.7763157894736843,0.7763157894736843,0.7763157894736843,0.006578947368421129,0.014473684210526416,0.7763157894736843,0.7789473684210527,0.7894736842105262,0.7894736842105262,0.0
BNCI2014-004,9,720,3,7,0.015,csp,0.2838459405878913,1.662064208467422,0.938348335477593,0.2082842252568985,5,5,1,0.0000;0.0028;0.0247;0.0001;0.0340;0.9383;0.0000,0.0137;0.1212;0.1537;0.0746;0.1585;0.2083;0.0000,0.7694444444444445,0.775,0.763888888888889,0.7472222222222222,0.7416666666666666,-0.005555555555555536,0.005555555555555536,0.7666666666666667,0.7694444444444446,0.7694444444444445,0.7694444444444445,0.0
Lee2019-MI,1,100,62,7,0.015,csp,0.21311380969399238,1.7327963393613208,0.9633099848733062,0.10720792436835702,2,2,1,0.0075;0.0138;0.9633;0.0008;0.0079;0.0019;0.0048,0.1265;0.1357;0.1993;0.0921;0.1274;0.1056;0.1199,0.6,0.68,0.67,0.68,0.6,0.07000000000000006,0.08000000000000007,0.61,0.5700000000000001,0.61,0.61,0.0
Lee2019-MI,2,100,62,7,0.015,csp,0.0094473652579348,1.9364627837973785,0.9988169736623459,0.3099212898358139,5,5,1,0.0000;0.0000;0.0000;0.0000;0.0011;0.9988;0.0000,0.1333;0.1997;0.2805;0.2448;0.3413;0.4432;0.2918,0.8800000000000001,0.9800000000000001,0.9700000000000001,0.9700000000000001,0.9700000000000001,0.08999999999999997,0.09999999999999998,0.95,1.0,0.95,0.95,0.0
Lee2019-MI,3,100,62,7,0.015,csp,1.090776361255039,0.8551337878002743,0.5353893414734545,0.16842320411485864,4,4,1,0.0000;0.0012;0.2905;0.0139;0.5354;0.1491;0.0099,0.0998;0.1771;0.2591;0.2135;0.2683;0.2491;0.2084,0.89,0.85,0.7899999999999999,0.7799999999999999,0.75,-0.10000000000000009,0.0,0.9099999999999999,0.9,0.9199999999999999,0.9199999999999999,0.0
Lee2019-MI,4,100,62,7,0.015,csp,0.6920205682823836,1.2538895807729298,0.8121127569447638,0.1113057326543632,2,2,1,0.0948;0.0611;0.8121;0.0260;0.0049;0.0005;0.0006,0.2742;0.2676;0.3064;0.2547;0.2297;0.1951;0.1970,0.77,0.76,0.7699999999999999,0.76,0.76,-1.1102230246251565e-16,0.0,0.7799999999999999,0.73,0.76,0.76,0.0
Lee2019-MI,5,100,62,7,0.015,csp,0.04880176433652611,1.897108384718787,0.9918594487407435,0.19116945964882975,5,5,1,0.0000;0.0078;0.0000;0.0000;0.0003;0.9919;0.0000,0.1071;0.2256;0.1423;0.1365;0.1742;0.2982;0.1098,0.72,0.75,0.7299999999999999,0.7,0.7,0.009999999999999898,0.030000000000000027,0.7,0.74,0.7,0.7,0.0
Lee2019-MI,6,100,62,7,0.015,csp,0.11155810729429852,1.8343520417610146,0.9800350189101699,0.1903928091304382,2,2,1,0.0068;0.0130;0.9800;0.0001;0.0000;0.0000;0.0000,0.2162;0.2258;0.2907;0.1486;0.1407;0.1003;0.1030,0.7,0.77,0.77,0.75,0.75,0.07000000000000006,0.07000000000000006,0.74,0.72,0.75,0.75,0.0
Lee2019-MI,7,100,62,7,0.015,csp,1.1810946606287942,0.764815488426519,0.5609284804233943,0.06750063230343895,2,2,1,0.0062;0.0129;0.5609;0.1011;0.0391;0.2662;0.0135,0.1476;0.1586;0.2151;0.1894;0.1752;0.2039;0.1592,0.6399999999999999,0.63,0.6000000000000001,0.5700000000000001,0.53,-0.039999999999999813,0.0,0.6199999999999999,0.5800000000000001,0.5900000000000001,0.5900000000000001,0.0
Lee2019-MI,8,100,62,7,0.015,csp,0.5700063227794425,1.3759038262758707,0.8716520082118402,0.0908045789179466,3,3,1,0.0219;0.0020;0.0324;0.8717;0.0202;0.0491;0.0027,0.1088;0.0732;0.1147;0.1640;0.1075;0.1209;0.0775,0.6199999999999999,0.62,0.6199999999999999,0.6,0.57,0.0,1.1102230246251565e-16,0.66,0.6300000000000001,0.6499999999999999,0.6499999999999999,0.0
Lee2019-MI,9,100,62,7,0.015,csp,1.1380715053877002,0.807838643667613,0.5565773376698465,0.13123050516426463,5,5,1,0.0001;0.0030;0.1864;0.0381;0.0054;0.5566;0.2104,0.1824;0.2353;0.2972;0.2734;0.2440;0.3136;0.2990,0.56,0.5900000000000001,0.55,0.55,0.5199999999999999,-0.010000000000000009,0.030000000000000027,0.53,0.51,0.5399999999999999,0.5399999999999999,0.0
Lee2019-MI,10,100,62,7,0.015,csp,0.6566745223235937,1.2892356267317195,0.6828527745135031,0.18127971140166926,2,2,1,0.0030;0.3119;0.6829;0.0010;0.0001;0.0000;0.0012,0.1728;0.2427;0.2544;0.1565;0.1160;0.0732;0.1591,0.6900000000000001,0.73,0.71,0.6499999999999999,0.6399999999999999,0.019999999999999907,0.039999999999999925,0.7300000000000001,0.7,0.71,0.71,0.0
Lee2019-MI,11,100,62,7,0.015,csp,0.47050115812048443,1.4754089909348287,0.8434971530904383,0.16506199558154216,1,1,1,0.0016;0.8435;0.1484;0.0064;0.0000;0.0000;0.0001,0.2188;0.3126;0.2865;0.2394;0.1475;0.1494;0.1743,0.6699999999999999,0.6100000000000001,0.62,0.64,0.64,-0.04999999999999993,0.0,0.5700000000000001,0.6100000000000001,0.5700000000000001,0.5700000000000001,0.0
Lee2019-MI,12,100,62,7,0.015,csp,1.0567874730570925,0.8891226759982207,0.6075082030522223,0.09289093726035338,5,5,1,0.0284;0.2576;0.0844;0.0012;0.0191;0.6075;0.0017,0.1785;0.2116;0.1949;0.1316;0.1726;0.2245;0.1360,0.74,0.74,0.76,0.76,0.7699999999999999,0.020000000000000018,0.029999999999999916,0.71,0.78,0.73,0.73,0.0
Lee2019-MI,13,100,62,7,0.015,csp,1.061423566253092,0.8844865828022213,0.5323166015077759,0.09493212467163892,3,3,1,0.0024;0.2662;0.0036;0.5323;0.1920;0.0009;0.0026,0.1725;0.2430;0.1783;0.2534;0.2381;0.1585;0.1734,0.6599999999999999,0.6100000000000001,0.6000000000000001,0.5900000000000001,0.5900000000000001,-0.05999999999999983,0.0,0.6599999999999999,0.57,0.6699999999999999,0.6699999999999999,0.0
Lee2019-MI,14,100,62,7,0.015,csp,1.4757313290440162,0.47017882001129707,0.3824294159975146,0.08525620854792154,4,4,1,0.0013;0.0542;0.1201;0.2851;0.3824;0.1464;0.0105,0.1061;0.1621;0.1740;0.1870;0.1914;0.1770;0.1375,0.53,0.53,0.5800000000000001,0.5599999999999999,0.5700000000000001,0.050000000000000044,0.050000000000000044,0.51,0.5700000000000001,0.51,0.51,0.0
Lee2019-MI,15,100,62,7,0.015,csp,0.045669931419659936,1.9002402176356532,0.9939615581065651,0.15039142844498804,1,1,1,0.0000;0.9940;0.0023;0.0015;0.0013;0.0004;0.0005,0.1621;0.3125;0.2216;0.2148;0.2132;0.1940;0.1984,0.73,0.74,0.78,0.76,0.7499999999999999,0.050000000000000044,0.050000000000000044,0.78,0.74,0.7699999999999999,0.7699999999999999,0.0
Lee2019-MI,16,100,62,7,0.015,csp,1.4067543782150507,0.5391557708402626,0.5218130251865901,0.04561431541127409,0,0,1,0.5218;0.2251;0.0584;0.0833;0.0289;0.0575;0.0249,0.1783;0.1657;0.1455;0.1508;0.1349;0.1453;0.1327,0.8,0.82,0.79,0.77,0.74,-0.010000000000000009,0.019999999999999907,0.8400000000000001,0.8300000000000001,0.86,0.86,0.0
